dtstart,dtend,dtstamp,organizer,uid,attendee,created,description,last-modified,location,sequence,status,summary,transp
"2023-12-12T14:30:00Z","2023-12-12T16:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323138372d302d32","","1970-01-01T00:00:00Z","\n\n1ATP4\nGORDON NATHALIE\n\n(Updated :13/12/2023 11:14)","2023-12-13T10:14:00Z","Labo multimédia A105","2141024514","","Anglais1 : TP4",""
"2024-01-17T15:30:00Z","2024-01-17T18:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313838392d302d30","","1970-01-01T00:00:00Z","\n\n1ATP1\nBROS LAURENT\n\n(Updated :27/11/2023 15:45)","2023-11-27T14:45:00Z","B8","2141001745","","Archi-Rés1 Exam : TP1",""
"2023-12-06T15:30:00Z","2023-12-06T18:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313838352d302d30","","1970-01-01T00:00:00Z","\n\n1ATP1\nBROS LAURENT\n\n(Updated :09/11/2023 11:19)","2023-11-09T10:19:00Z","B8","2140975559","","Archi-Rés1 : TP1",""
"2023-11-22T07:00:00Z","2023-11-22T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313636382d302d30","","1970-01-01T00:00:00Z","\n\n1ATP3\nJACQUET FREDERIQUE\n\n(Updated :27/11/2023 16:14)","2023-11-27T15:14:00Z","C5","2141001774","","SAE15-TP3-Bash",""
"2023-12-05T07:00:00Z","2023-12-05T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d35333431302d302d3130","","1970-01-01T00:00:00Z","\n\n1ATP5\nSIGURET ARNAUD\n\n(Updated :09/11/2023 12:58)","2023-11-09T11:58:00Z","C5","2140975658","","Prog1 : TP5",""
"2024-01-15T09:00:00Z","2024-01-15T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313837302d302d39","","1970-01-01T00:00:00Z","\n\n1ATDB\nBENGANA FAYCAL\n\n(Updated :19/12/2023 12:34)","2023-12-19T11:34:00Z","B3","2141033234","","Math-Trans1 : TDB",""
"2023-11-09T14:30:00Z","2023-11-09T16:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323230322d302d30","","1970-01-01T00:00:00Z","\n\n1ATP4\nGIRAUD NADINE\n\n(Updated :27/10/2023 10:36)","2023-10-27T08:36:00Z","B7","2140956736","","Com1 : TP4",""
"2023-11-27T15:00:00Z","2023-11-27T18:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323037312d302d30","","1970-01-01T00:00:00Z","\n\n1ATP3\nDELOS HUGO\n\n(Updated :14/11/2023 10:30)","2023-11-14T09:30:00Z","C1bis","2140982710","","Init-Rés1 Exam : TP3",""
"2023-10-11T11:30:00Z","2023-10-11T13:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d35333337322d302d34","","1970-01-01T00:00:00Z","\n\n1ATDC\nGIRAUD NADINE\n\n(Updated :25/09/2023 16:38)","2023-09-25T14:38:00Z","B7","2140911018","","Com1 : TDC",""
"2023-09-26T11:30:00Z","2023-09-26T13:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313836352d302d32","","1970-01-01T00:00:00Z","\n\n1ATDB\nHERNANDEZ SEBASTIEN\n\n(Updated :25/09/2023 12:19)","2023-09-25T10:19:00Z","B8","2140910759","","Init-Rés1 : TDB",""
"2023-10-06T11:00:00Z","2023-10-06T14:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323032362d302d31","","1970-01-01T00:00:00Z","\n\n1ATP2\nHERNANDEZ SEBASTIEN\n\n(Updated :28/09/2023 13:57)","2023-09-28T11:57:00Z","B8","2140915177","","Init-Rés1 : TP2",""
"2024-01-31T08:00:00Z","2024-01-31T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33343437382d302d30","","1970-01-01T00:00:00Z","\n\n1A\nJACQUET FREDERIQUE\n\n(Updated :08/01/2024 17:51)","2024-01-08T16:51:00Z","A5-A5bis","2141062351","","Internet2 : Cours",""
"2023-09-18T11:30:00Z","2023-09-18T13:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313838312d302d31","","1970-01-01T00:00:00Z","\n\n1ATDB\nCAPALLERA FLORENCE\n\n(Updated :15/09/2023 18:34)","2023-09-15T16:34:00Z","A8","2140896734","","Telecom1 : TDB",""
"2024-02-01T09:00:00Z","2024-02-01T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33343937392d302d30","","1970-01-01T00:00:00Z","\n\n1ATDA\nGIRAUD NADINE\n\n(Updated :09/01/2024 10:25)","2024-01-09T09:25:00Z","B7","2141063345","","Com2 : TDA",""
"2023-09-22T13:30:00Z","2023-09-22T15:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d35313132312d302d33","","1970-01-01T00:00:00Z","\n\n1ATDB\n\n(Updated :18/09/2023 17:53)","2023-09-18T15:53:00Z","B6,A5","2140901013","","Soutien math/info",""
"2024-01-22T08:00:00Z","2024-01-22T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323539322d302d30","","1970-01-01T00:00:00Z","\n\n1ATP4\nCHEBBI SAMAR\n\n(Updated :27/11/2023 15:00)","2023-11-27T14:00:00Z","C1bis","2141001700","","RLAN1 Exam : TP4",""
"2024-02-02T07:00:00Z","2024-02-02T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33353534372d302d30","","1970-01-01T00:00:00Z","\n\n1ATP4\nBEIGNON D AGOSTINO LAURE\n\n(Updated :08/01/2024 18:31)","2024-01-08T17:31:00Z","B2","2141062391","","Anglais2 : TP4",""
"2024-01-23T09:00:00Z","2024-01-23T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313739362d302d36","","1970-01-01T00:00:00Z","\n\n1ATDA\nGIRAUD NADINE\n\n(Updated :27/11/2023 15:29)","2023-11-27T14:29:00Z","B7","2141001729","","PPP1 : TDA",""
"2023-11-10T08:00:00Z","2023-11-10T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323032342d302d31","","1970-01-01T00:00:00Z","\n\n1ATP2\nCAPALLERA FLORENCE\n\n(Updated :13/10/2023 11:34)","2023-10-13T09:34:00Z","B1bis","2140936634","","Elec1 : TP2",""
"2023-09-14T08:00:00Z","2023-09-14T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d32363139392d302d30","","1970-01-01T00:00:00Z","\n\n1ATP1\n\n(Updated :10/07/2023 13:02)","2023-07-10T11:02:00Z","B7","2140799922","","Soutenances LPro",""
"2023-10-19T13:30:00Z","2023-10-19T15:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d36353336332d302d30","","1970-01-01T00:00:00Z","\n\n1ATP3\nGORDON NATHALIE\n\n(Updated :06/10/2023 18:42)","2023-10-06T16:42:00Z","Labo multimédia A109","2140926982","","Anglais1 : TP3",""
"2023-12-01T13:00:00Z","2023-12-01T15:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313738392d302d31","","1970-01-01T00:00:00Z","\n\n1ATDA\nMAYET KARINE\n\n(Updated :20/11/2023 10:14)","2023-11-20T09:14:00Z","B7","2140991334","","Gest_projet : TDA",""
"2023-10-03T13:30:00Z","2023-10-03T15:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d35333337322d302d33","","1970-01-01T00:00:00Z","\n\n1ATDC\nGIRAUD NADINE\n\n(Updated :25/09/2023 13:52)","2023-09-25T11:52:00Z","B7","2140910852","","Com1 : TDC",""
"2023-10-24T13:30:00Z","2023-10-24T14:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d32383930332d302d34","","1970-01-01T00:00:00Z","\n\n1ATP4\nJACQUET FREDERIQUE\n\n(Updated :10/10/2023 13:35)","2023-10-10T11:35:00Z","B8","2140932435","","SAE11-TP4",""
"2023-10-03T13:30:00Z","2023-10-03T15:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313736342d302d32","","1970-01-01T00:00:00Z","\n\n1ATDA\nBEIGNON D AGOSTINO LAURE\n\n(Updated :18/09/2023 12:58)","2023-09-18T10:58:00Z","Labo multimédia A105","2140900718","","Anglais1 : TDA",""
"2023-11-23T08:00:00Z","2023-11-23T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d38333536362d302d30","","1970-01-01T00:00:00Z","\n\n1ATDB\nCAPALLERA FLORENCE\n\n(Updated :15/11/2023 16:08)","2023-11-15T15:08:00Z","B3,A5","2140984488","","Soutien Télécoms",""
"2023-11-16T14:30:00Z","2023-11-16T16:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313839322d302d30","","1970-01-01T00:00:00Z","\n\n1ATP1\nGIRAUD NADINE\n\n(Updated :07/11/2023 17:04)","2023-11-07T16:04:00Z","B7","2140973024","","Com1 : TP1",""
"2023-10-03T11:30:00Z","2023-10-03T13:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313739382d302d34","","1970-01-01T00:00:00Z","\n\n1ATDA\nSIGURET ARNAUD\n\n(Updated :07/07/2023 13:33)","2023-07-07T11:33:00Z","B3","2140795633","","Prog1 : TDA",""
"2023-11-20T14:30:00Z","2023-11-20T16:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d36353335372d302d34","","1970-01-01T00:00:00Z","\n\n1ATP2\nBEIGNON D AGOSTINO LAURE\n\n(Updated :31/10/2023 19:07)","2023-10-31T18:07:00Z","B2","2140963067","","Anglais1 : TP2",""
"2023-12-13T15:00:00Z","2023-12-13T18:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323032342d302d32","","1970-01-01T00:00:00Z","\n\n1ATP2\nCAPALLERA FLORENCE\n\n(Updated :04/12/2023 10:30)","2023-12-04T09:30:00Z","C1","2141011510","","Elec1 : TP2",""
"2023-09-25T11:30:00Z","2023-09-25T13:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313838312d302d32","","1970-01-01T00:00:00Z","\n\n1ATDB\nCAPALLERA FLORENCE\n\n(Updated :24/09/2023 18:35)","2023-09-24T16:35:00Z","A5","2140909695","","Telecom1 : TDB",""
"2023-11-23T14:30:00Z","2023-11-23T16:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d32363636332d302d34","","1970-01-01T00:00:00Z","\n\n1ATP5\nBEIGNON D AGOSTINO LAURE\n\n(Updated :17/11/2023 09:51)","2023-11-17T08:51:00Z","B2","2140986991","","Anglais1 : TP5",""
"2023-11-27T08:00:00Z","2023-11-27T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323034322d302d30","","1970-01-01T00:00:00Z","\n\n1ATP2\nCAPALLERA FLORENCE\n\n(Updated :09/11/2023 11:32)","2023-11-09T10:32:00Z","C1","2140975572","","Telecom1 : TP2",""
"2023-10-16T08:00:00Z","2023-10-16T10:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d36303435322d302d30","","1970-01-01T00:00:00Z","\n\n1ATDC\nCOURSIMAULT DAVID\n\n(Updated :13/11/2023 16:52)","2023-11-13T15:52:00Z","B8","2140981652","","SAE13-TDC",""
"2023-11-17T09:00:00Z","2023-11-17T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313839322d302d31","","1970-01-01T00:00:00Z","\n\n1ATP1\nGIRAUD NADINE\n\n(Updated :24/10/2023 13:48)","2023-10-24T11:48:00Z","B7","2140952608","","Com1 : TP1",""
"2023-11-28T15:00:00Z","2023-11-28T17:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323031382d302d30","","1970-01-01T00:00:00Z","\n\n1ATP2\nGORDON NATHALIE\n\n(Updated :13/11/2023 13:03)","2023-11-13T12:03:00Z","Labo multimédia A105","2140981423","","Anglais1 : TP2",""
"2023-10-16T11:30:00Z","2023-10-16T12:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d32383930332d302d30","","1970-01-01T00:00:00Z","\n\n1ATP4\nGIRAUD NADINE\n\n(Updated :05/10/2023 18:47)","2023-10-05T16:47:00Z","B7","2140925547","","SAE11-TP4",""
"2023-12-01T07:00:00Z","2023-12-01T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d37363139332d332d30","","1970-01-01T00:00:00Z","\n\n1ATP5\nBEIGNON D AGOSTINO LAURE\n\n(Updated :27/11/2023 10:57)","2023-11-27T09:57:00Z","B7","2141001457","","SAE14-TP5",""
"2023-12-12T07:00:00Z","2023-12-12T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d37363138352d302d31","","1970-01-01T00:00:00Z","\n\n1ATDC\n\n(Updated :01/12/2023 10:02)","2023-12-01T09:02:00Z","C5,B4","2141007162","","SAE14-TDC-PT",""
"2023-09-14T13:30:00Z","2023-09-14T15:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313739382d302d30","","1970-01-01T00:00:00Z","\n\n1ATDA\nSIGURET ARNAUD\n\n(Updated :30/08/2023 11:49)","2023-08-30T09:49:00Z","B3","2140873289","","Prog1 : TDA",""
"2023-10-09T08:00:00Z","2023-10-09T10:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313835392d302d31","","1970-01-01T00:00:00Z","\n\n1ATDB\nCAPALLERA FLORENCE\n\n(Updated :25/09/2023 16:27)","2023-09-25T14:27:00Z","A8","2140911007","","Elec1 : TDB",""
"2023-12-19T12:30:00Z","2023-12-19T14:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323337372d302d3131","","1970-01-01T00:00:00Z","\n\n1ATP4\nPERRIOT ROMAIN\n\n(Updated :19/12/2023 09:57)","2023-12-19T08:57:00Z","C5","2141033077","","Prog1 : TP4",""
"2023-11-20T12:30:00Z","2023-11-20T14:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d35333335342d302d31","","1970-01-01T00:00:00Z","\n\n1ATDC\nFREITAS ANTONIO\n\n(Updated :14/11/2023 10:29)","2023-11-14T09:29:00Z","B6","2140982709","","Archi-Rés1 : TDC",""
"2023-12-04T14:30:00Z","2023-12-04T16:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d32383931352d302d33","","1970-01-01T00:00:00Z","\n\n1ATDB\n\n(Updated :28/11/2023 18:30)","2023-11-28T17:30:00Z","B4,C1bis","2141003350","","SAE12-TDB-PT",""
"2023-12-19T07:00:00Z","2023-12-19T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d35333431302d302d3132","","1970-01-01T00:00:00Z","\n\n1ATP5\nSIGURET ARNAUD\n\n(Updated :06/12/2023 09:27)","2023-12-06T08:27:00Z","B3","2141014327","","Prog1 : TP5",""
"2023-11-29T07:00:00Z","2023-11-29T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33303531372d302d30","","1970-01-01T00:00:00Z","\n\n1ATP2\nBEIGNON D AGOSTINO LAURE\n\n(Updated :13/11/2023 12:09)","2023-11-13T11:09:00Z","B2","2140981369","","SAE14-TP2",""
"2023-11-13T14:30:00Z","2023-11-13T16:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313835302d302d30","","1970-01-01T00:00:00Z","\n\n1ATDB\nFREITAS ANTONIO\n\n(Updated :14/11/2023 09:54)","2023-11-14T08:54:00Z","B3","2140982674","","Archi-Rés1 : TDB",""
"2023-11-21T15:00:00Z","2023-11-21T17:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d35313733322d302d33","","1970-01-01T00:00:00Z","\n\n1ATDC\n\n(Updated :20/11/2023 09:46)","2023-11-20T08:46:00Z","A6,B8","2140991306","","Soutien math/info",""
"2023-10-10T14:00:00Z","2023-10-10T17:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323036392d302d36","","1970-01-01T00:00:00Z","\n\n1ATP3\nDELOS HUGO\n\n(Updated :20/11/2023 10:24)","2023-11-20T09:24:00Z","C7","2140991344","","Init-Rés1 : TP3",""
"2023-11-13T14:30:00Z","2023-11-13T16:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323032332d302d31","","1970-01-01T00:00:00Z","\n\n1ATP2\nGIRAUD NADINE\n\n(Updated :16/10/2023 19:13)","2023-10-16T17:13:00Z","B7","2140941413","","Com1 : TP2",""
"2024-01-18T14:30:00Z","2024-01-18T16:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313539332d302d33","","1970-01-01T00:00:00Z","\n\n1ATDB\n\n(Updated :18/12/2023 10:36)","2023-12-18T09:36:00Z","C5,B6","2141031676","","SAE15-TDB-PT",""
"2023-09-29T08:00:00Z","2023-09-29T10:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d32383833322d302d31","","1970-01-01T00:00:00Z","\n\n1ATDA\nJACQUET FREDERIQUE\n\n(Updated :24/08/2023 19:14)","2023-08-24T17:14:00Z","B3","2140865094","","SAE11-TDA",""
"2023-11-30T09:00:00Z","2023-11-30T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323031352d302d30","","1970-01-01T00:00:00Z","\n\n1ATP1\nWEZL MICHAEL\n\n(Updated :23/11/2023 10:33)","2023-11-23T09:33:00Z","B3","2140995673","","Syst1 Exam : TP1",""
"2023-10-04T12:00:00Z","2023-10-04T14:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313739302d302d34","","1970-01-01T00:00:00Z","\n\n1ATDA\nFREITAS ANTONIO\n\n(Updated :25/09/2023 13:01)","2023-09-25T11:01:00Z","B3","2140910801","","Init-Rés1 : TDA",""
"2024-01-09T12:00:00Z","2024-01-09T15:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d32393737392d302d31","","1970-01-01T00:00:00Z","\n\n1ATP4\nCAPALLERA FLORENCE\n\n(Updated :27/11/2023 15:48)","2023-11-27T14:48:00Z","C1","2141001748","","SAE13-TP4",""
"2023-09-28T13:30:00Z","2023-09-28T15:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d32393435392d302d30","","1970-01-01T00:00:00Z","\n\n1ATP4\nDELOS HUGO\n\n(Updated :25/09/2023 13:23)","2023-09-25T11:23:00Z","C1bis","2140910823","","SAE12-TP4",""
"2024-01-18T09:00:00Z","2024-01-18T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313739352d302d3131","","1970-01-01T00:00:00Z","\n\n1ATDA\nCOURSIMAULT DAVID\n\n(Updated :19/12/2023 12:34)","2023-12-19T11:34:00Z","B3","2141033234","","Math-Trans1 : TDA",""
"2023-10-10T11:30:00Z","2023-10-10T13:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313837362d302d34","","1970-01-01T00:00:00Z","\n\n1ATDB\nJACQUET FREDERIQUE\n\n(Updated :03/10/2023 17:56)","2023-10-03T15:56:00Z","B3","2140922616","","Syst1 : TDB",""
"2023-12-22T08:00:00Z","2023-12-22T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d35333339392d302d30","","1970-01-01T00:00:00Z","\n\n1ATP5\nPERRIOT ROMAIN\n\n(Updated :27/11/2023 15:23)","2023-11-27T14:23:00Z","C5","2141001723","","Archi-Sys1 Exam : TP5",""
"2024-01-12T08:00:00Z","2024-01-12T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d32393636392d302d31","","1970-01-01T00:00:00Z","\n\n1ATP2\nCAPALLERA FLORENCE\n\n(Updated :27/11/2023 15:55)","2023-11-27T14:55:00Z","C1","2141001755","","SAE13-TP2",""
"2023-09-29T08:00:00Z","2023-09-29T10:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d35333337332d302d32","","1970-01-01T00:00:00Z","\n\n1ATDC\nCAPALLERA FLORENCE\n\n(Updated :24/09/2023 18:40)","2023-09-24T16:40:00Z","A5","2140909700","","Telecom1 : TDC",""
"2023-12-20T07:00:00Z","2023-12-20T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323138372d302d33","","1970-01-01T00:00:00Z","\n\n1ATP4\nGORDON NATHALIE\n\n(Updated :20/12/2023 11:38)","2023-12-20T10:38:00Z","Labo multimédia A109","2141034618","","Anglais1 : TP4",""
"2023-11-27T14:30:00Z","2023-11-27T16:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323138372d302d31","","1970-01-01T00:00:00Z","\n\n1ATP4\nGORDON NATHALIE\n\n(Updated :13/11/2023 13:03)","2023-11-13T12:03:00Z","Labo multimédia A105","2140981423","","Anglais1 : TP4",""
"2023-11-17T07:00:00Z","2023-11-17T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313737392d302d30","","1970-01-01T00:00:00Z","\n\n1ATDA\nHERNANDEZ SEBASTIEN\n\n(Updated :16/11/2023 12:44)","2023-11-16T11:44:00Z","B3","2140985724","","Archi-Rés1 : TDA",""
"2023-12-08T12:00:00Z","2023-12-08T15:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323834362d302d31","","1970-01-01T00:00:00Z","\n\n1ATP4\nCAPALLERA FLORENCE\n\n(Updated :28/11/2023 18:47)","2023-11-28T17:47:00Z","C1","2141003367","","Telecom1 : TP4",""
"2023-09-13T08:00:00Z","2023-09-13T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d32363532312d302d30","","1970-01-01T00:00:00Z","\n\n1ATP4\n\n(Updated :10/07/2023 18:32)","2023-07-10T16:32:00Z","B7","2140800252","","Soutenances LPro",""
"2023-09-18T10:00:00Z","2023-09-18T10:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d35363338312d302d30","","1970-01-01T00:00:00Z","\n\n1A\n\n(Updated :15/09/2023 18:24)","2023-09-15T16:24:00Z","A5-A5bis","2140896724","","Présentation WEC",""
"2023-10-27T13:30:00Z","2023-10-27T14:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d32383839362d302d34","","1970-01-01T00:00:00Z","\n\n1ATP1\nJACQUET FREDERIQUE\n\n(Updated :10/10/2023 13:12)","2023-10-10T11:12:00Z","B8","2140932412","","SAE11-TP1",""
"2023-11-09T09:00:00Z","2023-11-09T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323036342d302d30","","1970-01-01T00:00:00Z","\n\n1ATP3\nGIRAUD NADINE\n\n(Updated :07/11/2023 17:02)","2023-11-07T16:02:00Z","B7","2140973022","","Com1 : TP3",""
"2023-11-23T12:30:00Z","2023-11-23T14:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313838342d302d34","","1970-01-01T00:00:00Z","\n\n1ATP1\nGORDON NATHALIE\n\n(Updated :21/10/2023 13:33)","2023-10-21T11:33:00Z","Labo multimédia A105","2140948273","","Anglais1 : TP1",""
"2023-10-18T08:00:00Z","2023-10-18T10:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d35333337392d302d31","","1970-01-01T00:00:00Z","\n\n1ATDC\nPERRIOT ROMAIN\n\n(Updated :28/09/2023 11:27)","2023-09-28T09:27:00Z","C5","2140915027","","Web1 : TDC",""
"2024-01-30T09:00:00Z","2024-01-30T10:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33343530352d302d30","","1970-01-01T00:00:00Z","\n\n1A\nCAPALLERA FLORENCE\n\n(Updated :08/01/2024 17:46)","2024-01-08T16:46:00Z","A5-A5bis","2141062346","","Télécoms2: Cours",""
"2023-12-21T08:00:00Z","2023-12-21T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323230312d302d30","","1970-01-01T00:00:00Z","\n\n1ATP4\nPERRIOT ROMAIN\n\n(Updated :09/11/2023 17:18)","2023-11-09T16:18:00Z","C5","2140975918","","Archi-Sys1 Exam : TP4",""
"2024-01-15T12:30:00Z","2024-01-15T14:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d37363139332d322d30","","1970-01-01T00:00:00Z","\n\n1ATP5\nGIRAUD NADINE\n\n(Updated :20/12/2023 09:59)","2023-12-20T08:59:00Z","B7","2141034519","","SAE14-TP5",""
"2023-10-17T13:30:00Z","2023-10-17T15:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313838342d302d30","","1970-01-01T00:00:00Z","\n\n1ATP1\nGORDON NATHALIE\n\n(Updated :06/10/2023 18:42)","2023-10-06T16:42:00Z","Labo multimédia A109","2140926982","","Anglais1 : TP1",""
"2023-11-28T12:00:00Z","2023-11-28T15:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323031362d302d30","","1970-01-01T00:00:00Z","\n\n1ATP1\nCAPALLERA FLORENCE\n\n(Updated :15/11/2023 19:57)","2023-11-15T18:57:00Z","C1","2140984717","","Telecom1 : TP1",""
"2024-01-09T07:00:00Z","2024-01-09T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313837312d302d34","","1970-01-01T00:00:00Z","\n\n1ATDB\nGIRAUD NADINE\n\n(Updated :27/11/2023 15:28)","2023-11-27T14:28:00Z","B7","2141001728","","PPP1 : TDB",""
"2023-10-16T11:30:00Z","2023-10-16T13:30:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313738362d302d32","","1970-01-01T00:00:00Z","\n\n1ATDA\nCAPALLERA FLORENCE\n\n(Updated :05/10/2023 18:50)","2023-10-05T16:50:00Z","A5bis","2140925550","","Elec1 : TDA",""
"2024-01-18T12:00:00Z","2024-01-18T15:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33323032302d302d30","","1970-01-01T00:00:00Z","\n\n1ATP2\nHERNANDEZ SEBASTIEN\n\n(Updated :19/12/2023 10:33)","2023-12-19T09:33:00Z","C1bis","2141033113","","Archi-Rés1 Exam : TP2",""
"2024-01-22T08:00:00Z","2024-01-22T11:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d32393636322d302d33","","1970-01-01T00:00:00Z","\n\n1ATP1\nCAPALLERA FLORENCE\n\n(Updated :27/11/2023 15:49)","2023-11-27T14:49:00Z","C1","2141001749","","SAE13-TP1",""
"2024-01-23T07:00:00Z","2024-01-23T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33313532352d302d35","","1970-01-01T00:00:00Z","\n\n1ATDA\n\n(Updated :27/11/2023 16:23)","2023-11-27T15:23:00Z","B4,C5","2141001783","","SAE15-TDA-PT",""
"2024-02-01T07:00:00Z","2024-02-01T09:00:00Z","2024-01-11T09:15:37Z","","ADE60323032332d323032342d5543412d33353435332d302d31","","1970-01-01T00:00:00Z","\n\n1ATP3\nBEIGNON D AGOSTINO LAURE\n\n(Updated :09/01/2024 09:59)","2024-01-09T08:59:00Z","B2","2141063319","","Anglais2 : TP3",""
